Company Name,GST,Turn Over,Region,City,Type ,Contact Person,Designation,Mobile Number,Email ID,LinkedIN Id,Website URL,Remarks ,Followup
V.Vidhya Industries,33AACFV8230B1ZM,Rs. 5 Cr. to 25 Cr,Ganapathy,Coimbatore,Manufacturer,,,0422 257 4090,,,http://vvidhyaindustries.com/,,
Tormac Pumps,,,Ganapathy,Coimbatore,Manufacturer,,,07397 726 930,,,https://en.tormacpumps.com/,,
Hydro Meshines - Ganapathy,33AAHCH4955M1Z6,Rs. 0 to 40 lakhs,Ganapathy,Coimbatore,Hydraulic equipment supplier,,,073394 00833,,,https://meshinesindia.com/,,
EKKI Corporate Office,33AAEFE2643P1ZB, Rs. 5 Cr. to 25 Cr,Ganapathy,Coimbatore,Water Pump Supplier,,,0422 253 3697,,,http://www.ekkigroup.com/,,
NEC Air Compressors and Pumps,,,Ganapathy,Coimbatore,Air compressor supplier,,,098430 21308,,,http://www.necaircompressors.in/,,
SIGMA INDUSTRIALS,33AANFS8798J1Z8, Rs. 1.5 Cr. to 5 Cr.,Ganapathy,Coimbatore,Water Pump Supplier,,,093448 35235,,,http://www.jjpumpindia.com/,,
MODERN PUMP WORKS,33AMPPN6056J1ZM, Rs. 0 to 40 lakhs,Ganapathy,Coimbatore,Manufacturer,,,098654 39937,,,http://www.srichendurpump.com/,,
JJ PUMP PVT LTD,33AACCJ4058N1ZD, Rs. 25 Cr. to 100 Cr.,Ganapathy,Coimbatore,Pump supplier,,,0422 292 9058,,,,,
SRI CHENDUR PUMP INDUSTRIES,33AXCPM9702C1ZU, Rs. 1.5 Cr. to 5 Cr. ,Ganapathy,Coimbatore,Manufacturer,,,095856 99996,,,http://www.kvnpumps.com/,,
Bharath Submersible Pumps and Motors Manufacturers and Service,,,Ganapathy,Coimbatore,Manufacturer,,,,,,http://akasshindustry.in/,,
KVN Industries - Submersible Pumpset Manufacturer,33AGHPA7149M1ZA, Rs. 1.5 Cr. to 5 Cr.,Ganapathy,Coimbatore,Water Pump Supplier,,,080567 17612,,,http://www.taropumps.com/,,
AKASSH INDUSTRY,33ALZPK4451D1ZZ,Rs. 0 to 40 lakhs,Ganapathy,Coimbatore,Manufacturer,,,080 4895 2481,,,,,
Taro Pumps - Texmo Industries,,,Ganapathy,Coimbatore,Manufacturer,,,1800 102 8888,,,http://www.bindhupumps.com/,,
SPS INDUSTRIES AND PUMPS,33AKOPP3179K2ZK, Rs. 0 to 40 lakhs ,Ganapathy,Coimbatore,Water Pump Supplier,,,099407 17198,,,,,
Bindhu Engineering Industries,33AFAPK5738E2ZQ,Rs. 100 Cr. to 500 Cr,Ganapathy,Coimbatore,Manufacturer,,,090471 22666,,,,,
PAARK INDUSTRIES,33AKGPM2939Q1ZM,Rs. 1.5 Cr. to 5 Cr.,Ganapathy,Coimbatore,Water Pump Supplier,,,,,,http://www.kmpindustries.com/,,
Surya Pumps & Motors,33ALMPH4233P1ZU, Rs. 1.5 Cr. to 5 Cr.,Ganapathy,Coimbatore,Manufacturer,,,094890 90200,,,https://www.indiamart.com/lakshmiengineeringindustries/,,
KMP Industries,33AIPPM4067L2ZR, Rs. 0 to 40 lakhs ,Kovilpalayam,Coimbatore,Water Pump Supplier,,,1800 833 3133,,,http://www.atexonpumps.in/,,
Lakshmi Engineering Industries,33AABFL9585C1ZB, Rs. 5 Cr. to 25 Cr.,Kovilpalayam,Coimbatore,Manufacturer,,,084895 29425,,,http://vvidhyaindustries.com/,,
ATEXON PUMPS COMPANY,,,Kovilpalayam,Coimbatore,Manufacturer,,,094431 57512,,,http://www.crigroups.com/,,
V.Vidhya Industries,33AACFV8230B1ZM, Rs. 5 Cr. to 25 Cr,Kovilpalayam,Coimbatore,Manufacturer,,,0422 257 4090,,,https://www.indiamart.com/ak-pumps/,,
C.R.I. Corporate Office,33AAACC9497N1Z1, Rs. 500 Cr. and above,Kovilpalayam,Coimbatore,Manufacturer,,,1800 121 1243,,,http://amstarpumps.com/,,
AK Pumps & Industries,33BZQPA9823B1ZJ, Rs. 0 to 40 lakhs,Kovilpalayam,Coimbatore,Manufacturer,,,,,,https://tntindustries.in/,,
AMSTAR Pumps,,,Kovilpalayam,Coimbatore,Manufacturer,,,095001 36003,,,,,
T & T Industries,33CUAPS0789Q2ZV, Rs. 1.5 Cr. to 5 Cr.,Kovilpalayam,Coimbatore,Manufacturer,,,070106 74034,,,https://www.indiamart.com/orientpumpspares/,,
Subhiksha Pump Industries,,,Kovilpalayam,Coimbatore,Water Pump Supplier,,,096291 07304,,,,,
ORIENT PUMP & SPARES,33ASMPS0852J1ZG, Rs. 1.5 Cr. to 5 Cr.,Kovilpalayam,Coimbatore,Air compressor supplier,,,096598 99143,,,,,
Jai Jansi Industries,33AVMPS0899N1ZN,Rs. 5 Cr. to 25 Cr,Kovilpalayam,Coimbatore,Water Pump Supplier,,,,,,http://www.jaijansi.com/,,
Cheran Pumps,33AACFC9030C1Z3,Rs. 5 Cr. to 25 Cr. ,Kovilpalayam,Coimbatore,Manufacturer,,,073737 92300,,,http://www.cheranpumps.com/,,
C.S.R Industries,33AAGFC6321G1ZV, Rs. 0 to 40 lakhs ,Kovilpalayam,Coimbatore,Manufacturer,,,090474 38316,,,https://www.csrindustries.in/,,
SAMSON INDUSTRIES,33ABXFS1082L1ZL, Rs. 1.5 Cr. to 5 Cr. ,Kovilpalayam,Coimbatore,Manufacturer,,,0422 268 7748,,,https://www.samsonpumps.in/,,
Pump Manufacturer Near Me (CHAKKRA INDUSTRY),,,Kovilpalayam,Coimbatore,Manufacturer,,,099943 18893,,,http://www.aquaskypumps.com/,,
Samudra Pumps India Private Limited (Registered Office),33ABDCS4230R1Z3, Rs. 100 Cr. to 500 Cr. ,Kovilpalayam,Coimbatore,Manufacturer,,,0422 498 2255,,,https://www.samudrapumps.com/,,
AVM Engineering Industry,33AQVPM8892M1ZN, Rs. 0 to 40 lakhs ,Kovilpalayam,Coimbatore,Electric motor store,,,093632 49990,,,,,
"KMP Industrial Pvt Ltd.,",,,Kovilpalayam,Coimbatore,Water Pump Supplier,,,093605 89203,,,http://www.kmpindustries.com/,,
Sharp Pumps Private Limited,,,Kovilpalayam,Coimbatore,Manufacturer,,,090477 77757,,,https://www.pointpumps.com/,,
Macmo Pumps Industries Coimbatore,33BCBPS4384K1ZA, Rs. 40 lakhs to 1.5 Cr. ,Kovilpalayam,Coimbatore,Water Pump Supplier,,,2560789,,,https://www.infomediasearch.com/macmo-pumps-industries-076587/pdetail/,,
V R PUMPS,33BHPPS4195H1ZS, Rs. 1.5 Cr. to 5 Cr.,Kovilpalayam,Coimbatore,Manufacturer,,,,,,http://www.vrpumps.com/,,
Submersible Pump Set Manufacturers In Coimbatore by Thendral,,,Kovilpalayam,Coimbatore,Water Pump Supplier,,,080 3506 3681,,,,,
O.M.I.Pumps,33AAHFO6170C1ZJ,Rs. 5 Cr. to 25 Cr.,Kovilpalayam,Coimbatore,Manufacturer,,,093600 78009,,,https://omipumps.com/contact-us-solar-water-pumps/?utm_source=google&utm_medium=organic&utm_campaign=gbp_coimbatore,,
Deccan Pumps Private Limited,33AABCD0403G1ZI,Rs. 25 Cr. to 100 Cr. ,Kovilpalayam,Coimbatore,Pump supplier,,,0422 253 3544,,,http://www.deccanpumps.com/,,
Perfect Engineering Solutions | Distributor of Electric Motors | Geared Motors | Gearbox | VFD & Industrial Products,,,Kovilpalayam,Coimbatore,Industrial equipment supplier,,,099419 99883,,,http://perfectengineeringsolutions.com/,,
Best Engineering Company, 33ABEPV8673P1ZP ,Rs. 0 to 40 lakhs ,Kovilpalayam,Coimbatore,Water Pump Supplier,,,098422 56190,,,,,
Geeco Pumps,33AAOFG1271D1ZQ, Rs. 5 Cr. to 25 Cr. ,Kovilpalayam,Coimbatore,Manufacturer,,,095667 79956,,,http://www.geecopumps.in/,,
Tormac Pumps,,,Kovilpalayam,Coimbatore,Manufacturer,,,07397 726 930,,,https://en.tormacpumps.com/,,
ABIRAMI PUMPS UNIT 1,33JUPPS9935G1ZP, Rs. 0 to 40 lakhs ,Kovilpalayam,Coimbatore,Pump supplier,,,093631 00583,,,http://www.abiramipumps.com/,,
Nessa Enterprises Private Limited,33AAECN6842Q1ZX, Rs. 40 lakhs to 1.5 Cr. ,Kovilpalayam,Coimbatore,Water Pump Supplier,,,080 4807 3606,,,https://www.nessaenterprises.in/,,
Deccan Industries,,,Kovilpalayam,Coimbatore,Manufacturer,,,0422 253 1242,,,https://www.deccanindustries.com/,,
Torren Pumps,33AASFT0945R1ZD, Rs. 0 to 40 lakhs,Kovilpalayam,Coimbatore,Pump supplier,,,096003 11666,,,http://torrenpumps.com/,,
Masimalayan Industries,33AJKPN6845K1ZQ,Rs. 0 to 40 lakhs ,Kovilpalayam,Coimbatore,Manufacturer,,,,,,https://www.deltapump.in/,,
Ethics Engineers & Traders Coimbatore,33AAFFE0068D1Z0, Rs. 1.5 Cr. to 5 Cr. ,Kovilpalayam,Coimbatore,Water Pump Supplier,,,096009 90875,,,http://www.ethicsengineers.com/,,
General Electric Motors,33ACPPN3370F1ZL,Rs. 5 Cr. to 25 Cr. ,Kovilpalayam,Coimbatore,Manufacturer,,,097878 33555,,,https://gemmotors.in/,,
Krishtex Pumps And Motors,33AJPPB7967D1Z3,,Kovilpalayam,Coimbatore,Manufacturer,,,073733 11722,,,,,
Samudra Pumps India Private Limited (Unit 1),33ABDCS4230R1Z3,Rs. 100 Cr. to 500 Cr. ,Kovilpalayam,Coimbatore,Manufacturer,,,0422 498 2255,,,,,
The Riveraa Pumps India Private Limited,33AABCT7992G1Z2, Rs. 0 to 40 lakhs ,Kovilpalayam,Coimbatore,Water Pump Supplier,,,0422 268 9738,,,,,
Barani Engineering,,,Kovilpalayam,Coimbatore,Manufacturer,,,080 4753 2106,,,,,
MAX ENGINEERING,33AANFM3733H1ZA, Rs. 1.5 Cr. to 5 Cr.,Kovilpalayam,Coimbatore,Water Pump Supplier,,,0422 266 8100,,,http://www.maxpumps.in/,,
G.R.INNDWAY ENGINEERING ( G.R.PUMPS),,,Kovilpalayam,Coimbatore,Manufacturer,,,099526 56464,,,http://coimbatorepumps.com/,,
SIGMA INDUSTRIALS,33ADEPG3799F1ZK, Rs. 1.5 Cr. to 5 Cr. ,Kovilpalayam,Coimbatore,Water Pump Supplier,,,093448 35235,,,,,
BEST PUMPS (INDIA) PVT. LTD.,33AABCB2446F1Z7, Rs. 25 Cr. to 100 Cr.,Kovilpalayam,Coimbatore,Manufacturer,,,0422 243 7625,,,https://www.bestenpumps.com/,,
PSG Pumps & Motors,33AAATP2881N2Z6, Rs. 500 Cr. and above,Kovilpalayam,Coimbatore,Manufacturer,,,0422 434 4000,,,,,
Vijayaraja industries,33ALTPM9714F1ZR, Rs. 40 lakhs to 1.5 Cr.,Kovilpalayam,Coimbatore,Manufacturer,,,098946 65114,,,,,
MODERN PUMP WORKS,33AMPPN6056J1ZM,Rs. 0 to 40 lakhs ,Kovilpalayam,Coimbatore,Manufacturer,,,098654 39937,,,,,
DMF PUMPS,33ACKPJ0325P1ZK.,Rs. 40 lakhs to 1.5 Cr,Kovilpalayam,Coimbatore,Manufacturer,,,095439 49988,,,http://www.dmfpumps.in/,,
Navin Industries,33AMQPV9769B1ZC, Rs. 40 lakhs to 1.5 Cr. ,Kovilpalayam,Coimbatore,Manufacturer,,,098943 46860,,,,,
NUTEK PUMPS,33CMYPS1046L1ZE,Rs. 40 lakhs to 1.5 Cr.,Kovilpalayam,Coimbatore,Water Pump Supplier,,,098941 03752,,,http://nutekpumps.in/,,
KMP PUMP COMPANY,33AAGCK4756Q1ZX,Rs. 25 Cr. to 100 Cr. ,Kovilpalayam,Coimbatore,Water Pump Supplier,,,080 4897 8981,,,https://www.kmpindustries.in/,,
SHARP H20 PUMPS,,,Kovilpalayam,Coimbatore,Manufacturer,,,099449 09906,,,https://www.youtube.com/@sharph20pumps,,
GIRI PUMPS INDUSTRIES,33AAKFG3874G1ZB, Rs. 40 lakhs to 1.5 Cr,Kovilpalayam,Coimbatore,Corporate office,,,4388100,,,https://www.giripumps.com/,,
Naargo Industries Private Limited,33AACCN2383C1ZW, Rs. 25 Cr. to 100 Cr. ,Kovilpalayam,Coimbatore,Manufacturer,,,0422 253 5636,,,,,
Amoka Pump,,,Kovilpalayam,Coimbatore,Pump supplier,,,099430 79816,,,http://www.amokapump.com/,,
Sigmafos - Sigma Pump System,33AAYFS0194D1Z0,Rs. 1.5 Cr. to 5 Cr,Kovilpalayam,Coimbatore,Electric motor store,,,0421 297 1518,,,https://sigmafos.com/,,
Acqua Motors and Pumps,33CHSPR0668E1Z1,Rs. 40 lakhs to 1.5 Cr.,Kovilpalayam,Coimbatore,Water Pump Supplier,,,095668 27704,,,https://acquapumps.in/,,
"Maruti Engineerss - Borewell Compressor with V Guard Motor, V Guard Submersible pump, Sewage pump Manufacturer",,,Kovilpalayam,Coimbatore,Manufacturer,,,094425 22493,,,http://www.marutiautoequipment.com/,,
JOTEXMA MOTOR PUMPS,,,Kovilpalayam,Coimbatore,Pump supplier,,,080 4812 6596,,,https://www.jotexmamotorpumps.com/,,
Maruti Auto Equipment Ind Pvt Ltd,33ABUFM8879Q1ZT, Rs. 40 lakhs to 1.5 Cr. ,Kovilpalayam,Coimbatore,Manufacturer,,,094425 22493,,,https://www.marutiautoequipment.com/,,
Jaisai enterprises,33AAJFJ9073H1Z4, Rs. 0 to 40 lakhs ,Kovilpalayam,Coimbatore,Water Pump Supplier,,,088070 00748,,,http://www.jaisaienterprises.co.in/https://jaisaienterprises.com,,
Sri Guru Engineering Company,33AENFS0785F1ZU, Rs. 0 to 40 lakhs,Kovilpalayam,Coimbatore,Air compressor supplier,,,096299 48514,,,,,
NEC Air Compressors and Pumps,,,Kovilpalayam,Coimbatore,Air compressor supplier,,,098430 21308,,,http://www.necaircompressors.in/,,
Grundfos Pump Service Center - Sana Ventures,33AAACG8981B2ZQ,Rs. 500 Cr. and above,Kovilpalayam,Coimbatore,Electric motor store,,,096774 97778,,,http://sanaventures.in/,,
KVP INDUSTRIES,33AMCPJ3108L1ZC,Rs. 0 to 40 lakhs ,Kovilpalayam,Coimbatore,Manufacturer,,,,,,,,
PRIYA PUMPS- Pump manufacturers,33BLTPS5241Q1Z7, Rs. 1.5 Cr. to 5 Cr. ,Kovilpalayam,Coimbatore,Manufacturer,,,,,,,,
DLF PUMPS,33AAFCD6756J2ZE, Rs. 500 Cr. and above ,Kovilpalayam,Coimbatore,Water Pump Supplier,,,,,,http://www.dlfpumps.in/,,
JPS MOTOR & PUMPS,,,Kovilpalayam,Coimbatore,Manufacturer,,,,,,,,
MSB INDUSTRIES,33AKPPB4321E1ZP,Rs. 5 Cr. to 25 Cr. ,Kovilpalayam,Coimbatore,Air compressor supplier,,,099526 26270,,,http://www.msbaircompressor.com/,,
Taro Pumps - Texmo Industries,,,Thudiyalur,Coimbatore,Manufacturer,,,1800 102 8888,,,http://www.taropumps.com/,,
Texmo Aquapump Industries Service Center,,,Thudiyalur,Coimbatore,Manufacturer,,,0422 661 6280,,,http://aquagroup.in/,,
Acqua Motors and Pumps,,,Thudiyalur,Coimbatore,Manufacturer,,,,,,https://www.aquagroup.in/,,
Aquasub Engineering and Aqua Pump Industries Central Godown,33AADFA8028P1Z9,Rs. 500 Cr. and above,Thudiyalur,Coimbatore,Warehouse,,,,,,https://www.aquagroup.in/,,
GV Industries,,,Thudiyalur,Coimbatore,Manufacturer,,,044 2260 2616,,,https://gvindustries.co.in/,,
SRI CHENDUR PUMP INDUSTRIES,33AXCPM9702C1ZU, Rs. 1.5 Cr. to 5 Cr. ,Thudiyalur,Coimbatore,Manufacturer,,,095856 99996,,,http://www.srichendurpump.com/,,
Texmo Industries Service,,,Thudiyalur,Coimbatore,Manufacturer,,,0422 661 0513,,,http://www.taropumps.com/,,
Texmo Pumps U -2,,,Thudiyalur,Coimbatore,Pump supplier,,,,,,,,
KVN Industries - Submersible Pumpset Manufacturer,33AGHPA7149M1ZA, Rs. 1.5 Cr. to 5 Cr. ,Thudiyalur,Coimbatore,Water Pump Supplier,,,080567 17612,,,http://www.kvnpumps.com/,,
TECHNO PRODUCTS DEVELOPMENT PVT LTD - Siemens Motor/Bonfiglioli Gearbox/Danfoss VFD Sales & Service,,,Thudiyalur,Coimbatore,Electric motor store,,,0422 355 9811,,,http://www.technoproducts.in/,,
Taro Pumps Factory Store,,,Thudiyalur,Coimbatore,Manufacturer,,,1800 102 8888,,,http://taropumps.com/,,
ABIRAMI PUMPS UNIT 1,33JUPPS9935G1ZP,Rs. 0 to 40 lakhs ,Thudiyalur,Coimbatore,Pump supplier,,,093631 00583,,,http://www.abiramipumps.com/,,
Taro Pumps Service Centre,,,Thudiyalur,Coimbatore,Pump supplier,,,0422 661 0300,,,http://www.texmoindustries.com/,,
Bharath Submersible Pumps and Motors Manufacturers and Service,,,Thudiyalur,Coimbatore,Manufacturer,,,,,,,,
Fluid Pumps and Systems - Grundfos Pressure Pumps Authorized Dealer & Distributor in Coimbatore,33AACFF8487G1Z9,Rs. 5 Cr. to 25 Cr,Thudiyalur,Coimbatore,Pump supplier,,,099655 35227,,,https://fluidpumps.co.in/,,
V.Vidhya Industries,33AACFV8230B1ZM, Rs. 5 Cr. to 25 Cr. ,Thudiyalur,Coimbatore,Manufacturer,,,0422 257 4090,,,http://vvidhyaindustries.com/,,
Texson Pumps,33AJZPP8078K1Z4,Rs. 0 to 40 lakhs ,Thudiyalur,Coimbatore,Industrial design company,,,,,,,,
BEST PUMPS (INDIA) PVT. LTD.,33AABCB2446F1Z7,Rs. 25 Cr. to 100 Cr. ,Thudiyalur,Coimbatore,Manufacturer,,,0422 243 7625,,,https://www.bestenpumps.com/,,
Rotomech Industries,,,Thudiyalur,Coimbatore,Industrial equipment supplier,,,085239 25220,,,http://www.specialpumps.com/,,
Cheran Pumps,33AACFC9030C1Z3, Rs. 5 Cr. to 25 Cr. ,Thudiyalur,Coimbatore,Manufacturer,,,073737 92300,,,http://www.cheranpumps.com/,,
AK Pumps & Industries,33BZQPA9823B1ZJ, Rs. 0 to 40 lakhs ,Thudiyalur,Coimbatore,Manufacturer,,,,,,https://www.indiamart.com/ak-pumps/,,
Sakthi Auto Ancillary Pvt Ltd,33AABCB0064H1Z9,Rs. 100 Cr. to 500 Cr,Thudiyalur,Coimbatore,Industrial equipment supplier,,,0422 264 2613,,,http://www.saapl.net/,,
Shiva industries,,,Thudiyalur,Coimbatore,Water Pump Supplier,,,080120 14056,,,,,
KMP Industries,33AIPPM4067L2ZR, Rs. 0 to 40 lakhs ,Thudiyalur,Coimbatore,Water Pump Supplier,,,1800 833 3133,,,http://www.kmpindustries.com/,,
AKASSH INDUSTRY,33ALZPK4451D1ZZ, Rs. 0 to 40 lakhs ,Thudiyalur,Coimbatore,Manufacturer,,,080 4895 2481,,,http://akasshindustry.in/,,
PAARK INDUSTRIES,33AKGPM2939Q1ZM, Rs. 1.5 Cr. to 5 Cr.,Thudiyalur,Coimbatore,Water Pump Supplier,,,,,,,,
SARVESHWARA INDUSTRIES - SARVY Pumps & Motors,33AEYFS9566H1Z2,Rs. 0 to 40 lakhs ,Thudiyalur,Coimbatore,Manufacturer,,,094455 33050,,,http://sarveshwaraindustries.in/,,
R M P Compressor,33AAXFR5495F1ZK, Rs. 5 Cr. to 25 Cr.,Thudiyalur,Coimbatore,Industrial equipment supplier,,,0422 240 5491,,,http://www.rmpcompressor.com/,,
Emperor Pumps and Motors,,,Thudiyalur,Coimbatore,Machinery parts manufacturer,,,,,,,,
Shark Electric Motors,33DUOPP8397G1ZT,Rs. 0 to 40 lakhs,Thudiyalur,Coimbatore,Manufacturer,,,,,,,,
AERO TECH SUBMERSIBLE PUMP MOTOR COMPANY,33BHJPS7327H2Z1,Rs. 0 to 40 lakhs ,Thudiyalur,Coimbatore,Wholesaler,,,098433 51674,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
